Country,Region-Geo,Continent,Region,Year,IncomePerPerson,LifeExpectancy,PopulationTotal
Chad,Africa - Central,Africa,Sub-Saharan Africa,2008,3312.952546,48.881,10653762
Channel Islands,Europe - Northern,Europe,Europe & Central Asia,2008,,79.57,151705
Chile,America - South,Central and South America,America,2008,27306.59925,78.561,16795593
China,Asia - Eastern,Asia,East Asia & Pacific,2008,12963.19733,74.57,1328275524
Colombia,America - South,Central and South America,America,2008,14372.18202,72.997,45005782
Comoros,Africa - Eastern,Africa,Sub-Saharan Africa,2008,2052.05069,59.771,697034
Cook Islands,Oceania,Oceania,East Asia & Pacific,2008,,,
Costa Rica,America - Central,Central and South America,America,2008,19663.0951,78.896,4522124
Cote d'Ivoire,Africa - Western,Africa,Sub-Saharan Africa,2008,3018.455016,48.753,18987007
Croatia,Europe - Southern,Europe,Europe & Central Asia,2008,29836.90147,76.149,4418387
Cuba,America - Central,Central and South America,America,2008,18519.89044,78.358,11266905
Cyprus,Asia - Western,Asia,Europe & Central Asia,2008,51801.24839,79.045,1077001
Czech Republic,Europe - Eastern,Europe,Europe & Central Asia,2008,46589.75265,77.26,10377359
Denmark,Europe - Northern,Europe,Europe & Central Asia,2008,69258.2024,78.408,5497312
Djibouti,Africa - Eastern,Africa,Middle East & North Africa,2008,4211.371645,59.292,855636
Dominica,America - Central,Central and South America,America,2008,19964.33605,,68159
Dominican Republic,America - Central,Central and South America,America,2008,12391.38216,72.286,9664948
East Germany,Europe - Eastern,Europe,Europe & Central Asia,2008,,,16384470
Ecuador,America - South,Central and South America,America,2008,14183.47173,75.172,14056740
Egypt,Africa - Northern,Africa,Middle East & North Africa,2008,11524.51889,70.042,78323298
El Salvador,America - Central,Central and South America,America,2008,11654.35322,71.41,6129628
Equatorial Guinea,Africa - Central,Africa,Sub-Saharan Africa,2008,30119.18142,50.347,662327
Eritrea,Africa - Eastern,Africa,Middle East & North Africa,2008,1124.029866,60.236,4947521
Eritrea and Ethiopia,Africa - Eastern,Africa,Middle East & North Africa,2008,,,83282565
Estonia,Europe - Northern,Europe,Europe & Central Asia,2008,37967.55305,73.23,1342145
Ethiopia,Africa - Eastern,Africa,Sub-Saharan Africa,2008,1531.882424,59.673,79446419
Faeroe Islands,Europe - Northern,Europe,Europe & Central Asia,2008,,,48597
Falkland Islands (Malvinas),Europe - Northern,Europe,America,2008,,,
Fiji,Oceania,Oceania,East Asia & Pacific,2008,8371.994523,68.903,843651
Finland,Europe - Northern,Europe,Europe & Central Asia,2008,66324.80547,79.699,5316334
France,Europe - Western,Europe,Europe & Central Asia,2008,60919.44264,81.254,62098413
French Guiana,America - South,Central and South America,America,2008,,76.009,219931
French Polynesia,Oceania,Oceania,East Asia & Pacific,2008,52702.50293,75.109,264541
Gabon,Africa - Central,Africa,Sub-Saharan Africa,2008,24906.78125,61.43,1450310
Gambia,Africa - Western,Africa,Sub-Saharan Africa,2008,1478.670847,57.588,1636107
Georgia,Asia - Western,Asia,Europe & Central Asia,2008,8691.31155,73.599,4394018
Germany,Europe - Western,Europe,Europe & Central Asia,2008,66314.48792,80.06,82475271
Ghana,Africa - Western,Africa,Sub-Saharan Africa,2008,2782.374066,60.051,23264176
Gibraltar,Europe - Southern,Europe,Europe & Central Asia,2008,,,29287
Greece,Europe - Southern,Europe,Europe & Central Asia,2008,54512.93474,79.89,11291807
Greenland,America - North,North America,America,2008,75739.79102,,57317
Grenada,America - Central,Central and South America,America,2008,18597.69525,72.064,103723
Guadeloupe,America - Central,Central and South America,America,2008,,79.548,455247
Guam,Oceania,Oceania,East Asia & Pacific,2008,,77.505,175538
Guatemala,America - Central,Central and South America,America,2008,10523.42124,70.488,13690846
Guernsey,Europe - Northern,Europe,Europe & Central Asia,2008,,,65726
Guinea,Africa - Western,Africa,Sub-Saharan Africa,2008,1941.803749,54.495,9559110
Guinea-Bissau,Africa - Western,Africa,Sub-Saharan Africa,2008,1164.875067,53.1,1453757
Guyana,America - South,Central and South America,America,2008,7339.569213,65.317,751578
Haiti,America - Central,Central and South America,America,2008,2383.672237,60.911,9736332
Holy See,Europe - Southern,Europe,Europe & Central Asia,2008,,,450
Honduras,America - Central,Central and South America,America,2008,7241.998427,72.235,7302742
Hong Kong China,Asia - Eastern,Asia,East Asia & Pacific,2008,81542.74562,,
Hungary,Europe - Eastern,Europe,Europe & Central Asia,2008,35844.54335,73.48,10021886
Iceland,Europe - Northern,Europe,Europe & Central Asia,2008,75843.90701,81.846,310666
India,Asia - Southern,Asia,South Asia,2008,5211.54185,65.07,1190863679
Indonesia,Asia - South Eastern,Asia,East Asia & Pacific,2008,7373.206108,69.705,234951154
Iran,Asia - Southern,Asia,Middle East & North Africa,2008,23358.3786,72.445,72289291
Iraq,Asia - Western,Asia,Middle East & North Africa,2008,6993.368385,68.659,29821136
Ireland,Europe - Northern,Europe,Europe & Central Asia,2008,76327.82359,79.94,4352866
Isle of Man,Europe - Northern,Europe,Europe & Central Asia,2008,,,81798
Israel,Asia - Western,Asia,Middle East & North Africa,2008,52072.78469,80.836,7092324
Italy,Europe - Southern,Europe,Europe & Central Asia,2008,55901.90409,81.236,59891479
Jamaica,America - Central,Central and South America,America,2008,14548.04347,72.36,2720282
Japan,Asia - Eastern,Asia,East Asia & Pacific,2008,62159.34159,82.81,126544640
Jersey,Europe - Northern,Europe,Europe & Central Asia,2008,,,91533
Jordan,Asia - Western,Asia,Middle East & North Africa,2008,10074.33231,73.074,5848952
Kazakhstan,Asia - Central,Asia,Europe & Central Asia,2008,20954.36549,65.801,15655345
Kenya,Africa - Eastern,Africa,Sub-Saharan Africa,2008,2872.197338,57.648,38455418
Kiribati,Oceania,Oceania,East Asia & Pacific,2008,6350.558688,67.294,96532
Kuwait,Asia - Western,Asia,Middle East & North Africa,2008,91241.19279,73.812,2548351
Kyrgyzstan,Asia - Central,Asia,Europe & Central Asia,2008,4036.401098,66.816,5204104
Lao,Asia - Eastern,Asia,East Asia & Pacific,2008,,,
Latvia,Europe - Northern,Europe,Europe & Central Asia,2008,31974.02003,71.635,2271198
Lebanon,Asia - Western,Asia,Middle East & North Africa,2008,24033.9665,78.392,4166915
Lesotho,Africa - Southern,Africa,Sub-Saharan Africa,2008,3250.937206,45.825,2127412
Liberia,Africa - Western,Africa,Sub-Saharan Africa,2008,875.4272023,58.132,3658460
Libya,Africa - Northern,Africa,Middle East & North Africa,2008,23574.96886,74.291,6149620
Liechtenstein,Europe - Western,Europe,Europe & Central Asia,2008,185214.4869,,35521
Lithuania,Europe - Northern,Europe,Europe & Central Asia,2008,34890.31151,71.84,3359799
Luxembourg,Europe - Western,Europe,Europe & Central Asia,2008,147997.421,79.563,486781
Macao  China,Asia - Eastern,Asia,East Asia & Pacific,2008,93569.14302,,
Madagascar,Africa - Eastern,Africa,Sub-Saharan Africa,2008,2178.176419,62.503,19546282
Malawi,Africa - Eastern,Africa,Sub-Saharan Africa,2008,1538.852192,51.868,14005113
Malaysia,Asia - South Eastern,Asia,East Asia & Pacific,2008,25939.34829,74.138,27502008
Maldives,Asia - Southern,Asia,South Asia,2008,11308.05161,75.813,307632
Mali,Africa - Western,Africa,Sub-Saharan Africa,2008,2156.976903,52.918,14459990
Malta,Europe - Southern,Europe,Europe & Central Asia,2008,44429.05261,78.873,413946
Marshall Islands,Oceania,Oceania,East Asia & Pacific,2008,12488.0457,,52880
Martinique,America - Central,Central and South America,America,2008,,80.243,402804
Mauritania,Africa - Western,Africa,Sub-Saharan Africa,2008,3645.16568,60.741,3295254
Mauritius,Africa - Eastern,Africa,Sub-Saharan Africa,2008,23235.21683,72.871,1283849
Mayotte,Africa - Eastern,Africa,Sub-Saharan Africa,2008,,78.052,191805
Mexico,America - Central,Central and South America,America,2008,23741.91406,76.367,110627158
Monaco,Europe - Western,Europe,Europe & Central Asia,2008,93972.31107,,35336
Mongolia,Asia - Eastern,Asia,East Asia & Pacific,2008,6600.549027,66.272,2667474
Montenegro,Europe - Southern,Europe,Europe & Central Asia,2008,19619.4092,74.183,629185
Montserrat,America - Central,Central and South America,America,2008,24077.97018,,5876
Morocco,Africa - Northern,Africa,Middle East & North Africa,2008,8022.754087,69.784,31321453
Mozambique,Africa - Eastern,Africa,Sub-Saharan Africa,2008,1744.219382,48.551,22332900
Myanmar,Asia - South Eastern,Asia,East Asia & Pacific,2008,2890.113221,64.26,47250315
Namibia,Africa - Southern,Africa,Sub-Saharan Africa,2008,10051.88122,60.275,2200422
Nauru,Oceania,Oceania,East Asia & Pacific,2008,19157.9337,,10180
Nepal,Asia - Southern,Asia,South Asia,2008,2277.73953,66.2,28905358
Netherlands,Europe - Western,Europe,Europe & Central Asia,2008,75384.59612,80.024,16503263
Netherlands Antilles,Europe - Western,Europe,America,2008,46716.75705,76.184,194999
New Caledonia,Oceania,Oceania,East Asia & Pacific,2008,67873.34104,75.259,242911
New Zealand,Oceania,Oceania,East Asia & Pacific,2008,50321.06915,80.301,4277809
Nicaragua,America - Central,Central and South America,America,2008,5808.146359,73.123,5635577
Niger,Africa - Western,Africa,Sub-Saharan Africa,2008,1287.610699,55.898,14450007
Nigeria,Africa - Western,Africa,Sub-Saharan Africa,2008,2100.105751,50.337,150665730
Niue,Oceania,Oceania,East Asia & Pacific,2008,,,1555
Norfolk Island,Oceania,Oceania,East Asia & Pacific,2008,,,2128
North Korea,Asia - Eastern,Asia,East Asia & Pacific,2008,,,
Northern Mariana Islands,Oceania,Oceania,East Asia & Pacific,2008,,,62707
Norway,Europe - Northern,Europe,Europe & Central Asia,2008,48321.90584,80.672,4778959
Oman,Asia - Western,Asia,Middle East & North Africa,2008,24358.545,75.121,2636963
Pakistan,Asia - Southern,Asia,South Asia,2008,2660.74984,65.768,167442258
Palau,Oceania,Oceania,East Asia & Pacific,2008,13331.3236,,20228
Panama,America - Central,Central and South America,America,2008,10674.42449,76.513,3406487
Papua New Guinea,Oceania,Oceania,East Asia & Pacific,2008,1904.762816,61.574,6549268
Paraguay,America - South,Central and South America,America,2008,4318.762318,71.804,6230242
Peru,America - South,Central and South America,America,2008,7912.557759,73.312,28463338
Philippines,Asia - South Eastern,Asia,East Asia & Pacific,2008,3228.118596,67.891,90173139
Poland,Europe - Eastern,Europe,Europe & Central Asia,2008,16210.60037,75.678,38218462
Portugal,Europe - Southern,Europe,Europe & Central Asia,2008,20601.22862,78.771,10634612
Puerto Rico,America - Central,Central and South America,America,2008,18647.65453,77.971,3758981
Qatar,Asia - Western,Asia,Middle East & North Africa,2008,73806.56813,77.694,1396060
Romania,Europe - Eastern,Europe,Europe & Central Asia,2008,11590.78046,73.139,21589544
Russian Federation,Europe - Eastern,Europe,Europe & Central Asia,2008,14756.21687,67.89,143163100
Rwanda,Africa - Eastern,Africa,Sub-Saharan Africa,2008,1001.280011,60.15,10004092
Saint Helena,Africa - Western,Africa,Sub-Saharan Africa,2008,,,4288
Saint Kitts and Nevis,America - Central,Central and South America,America,2008,14695.27601,,51102
Saint Lucia,America - Central,Central and South America,America,2008,10626.24157,74.015,170624
Saint Vincent and the Grenadines,America - Central,Central and South America,America,2008,7264.529697,71.872,109178
Saint-Pierre-et-Miquelon,America - North,North America,America,2008,,,6072
Samoa,Oceania,Oceania,East Asia & Pacific,2008,5220.461888,71.702,181809
San Marino,Europe - Southern,Europe,Europe & Central Asia,2008,41955.03786,,31198
Sao Tome and Principe,Africa - Central,Africa,Sub-Saharan Africa,2008,1746.87152,65.525,159852
Saudi Arabia,Asia - Western,Asia,Middle East & North Africa,2008,23293.77485,74.403,26166639
Senegal,Africa - Western,Africa,Sub-Saharan Africa,2008,1723.337967,62.277,11787123
Serbia,Europe - Southern,Europe,Europe & Central Asia,2008,9877.972059,73.373,9841360
Seychelles,Africa - Eastern,Africa,Sub-Saharan Africa,2008,15994.53978,72.491,85568
Sierra Leone,Africa - Western,Africa,Sub-Saharan Africa,2008,861.0477914,44.075,5612129
Singapore,Asia - South Eastern,Asia,East Asia & Pacific,2008,44103.96813,81.292,4772216
Slovak Republic,Europe - Eastern,Europe,Europe & Central Asia,2008,20044.24168,74.88,5441304
Slovenia,Europe - Southern,Europe,Europe & Central Asia,2008,26755.74025,78.414,2018172
Solomon Islands,Oceania,Oceania,East Asia & Pacific,2008,1892.289087,66.525,510221
Somalia,Africa - Eastern,Africa,Sub-Saharan Africa,2008,942.2861569,53.379,8922260
South Africa,Africa - Southern,Africa,Sub-Saharan Africa,2008,9385.984291,52.776,49319363
South Sudan,Africa - Eastern,Africa,Sub-Saharan Africa,2008,2650.0624,52.421,8473315
Spain,Europe - Southern,Europe,Europe & Central Asia,2008,28204.17887,80.935,45146258
Sri Lanka,Asia - Southern,Asia,South Asia,2008,4142.531745,73.634,20473799
Sudan,Africa - Northern,Africa,Sub-Saharan Africa,2008,2535.414048,60.986,32941836
Suriname,America - South,Central and South America,America,2008,8075.176011,69.739,515066
Swaziland,Africa - Southern,Africa,Sub-Saharan Africa,2008,5121.002365,47.389,1150344
Sweden,Europe - Northern,Europe,Europe & Central Asia,2008,33563.33839,80.973,9236872
Switzerland,Europe - Western,Europe,Europe & Central Asia,2008,38181.48483,81.898,7573204
Taiwan,Asia - Eastern,Asia,East Asia & Pacific,2008,29003.86744,78.34,22921000
Tajikistan,Asia - Central,Asia,Europe & Central Asia,2008,1650.428953,66.41,6691416
Thailand,Asia - South Eastern,Asia,East Asia & Pacific,2008,7652.231674,73.363,68267982
Timor-Leste,Asia - South Eastern,Asia,East Asia & Pacific,2008,2539.773518,64.83,1079749
Togo,Africa - Western,Africa,Sub-Saharan Africa,2008,897.7584614,54.887,5776837
Tokelau,Oceania,Oceania,East Asia & Pacific,2008,,,1139
Tonga,Oceania,Oceania,East Asia & Pacific,2008,4752.19907,71.916,102910
Trinidad and Tobago,America - Central,Central and South America,America,2008,18620.50478,69.321,1331040
Tunisia,Africa - Northern,Africa,Middle East & North Africa,2008,7361.403375,74.704,10247325
Turkey,Asia - Western,Asia,Europe & Central Asia,2008,8456.753897,73.585,70923730
Turkmenistan,Asia - Central,Asia,Europe & Central Asia,2008,5726.436282,64.737,4918396
Turks and Caicos Islands,America - Central,Central and South America,America,2008,37368.21132,,35960
Tuvalu,Oceania,Oceania,East Asia & Pacific,2008,,,9786
Uganda,Africa - Eastern,Africa,Sub-Saharan Africa,2008,1150.60181,55.647,31339392
Ukraine,Europe - Eastern,Europe,Europe & Central Asia,2008,6730.010741,68.306,45991584
United Arab Emirates,Asia - Western,Asia,Middle East & North Africa,2008,35246.69377,75.955,6206623
United Kingdom,Europe - Western,Europe,Europe & Central Asia,2008,32623.51605,79.499,61270318
United States of America,America - North,North America,America,2008,42226.58003,77.8,304989064
Uruguay,America - South,Central and South America,America,2008,10920.64175,76.458,3345967
Uzbekistan,Asia - Central,Asia,Europe & Central Asia,2008,2428.749951,67.647,26811974
Vanuatu,Oceania,Oceania,East Asia & Pacific,2008,3945.412164,70.157,228041
Venezuela,America - South,Central and South America,America,2008,11862.322,73.814,28057485
Vietnam,Asia - Southern,Asia,East Asia & Pacific,2008,2577.73251,75.204,85951912
Wallis et Futuna,Oceania,Oceania,East Asia & Pacific,2008,,,13843
West Bank and Gaza Strip,Asia - Western,Asia,Middle East & North Africa,2008,3521.304663,72.271,3826546
Western Sahara,Africa - Northern,Africa,Middle East & North Africa,2008,,66.155,496923
Yemen,Asia - Western,Asia,Sub-Saharan Africa,2008,,,
Zambia,Africa - Eastern,Africa,Sub-Saharan Africa,2008,1302.85927,51.648,12379612
Zimbabwe,Africa - Eastern,Africa,Sub-Saharan Africa,2008,408.1344733,48.89,12451543
Afghanistan,Asia - Southern,Asia,South Asia,2012,4049.090823,60.524,33397058
Albania,Europe - Southern,Europe,Europe & Central Asia,2012,20907.91885,77.185,3227373
Algeria,Africa - Northern,Africa,Middle East & North Africa,2012,19257.38349,70.874,36485828
American Samoa,Oceania,Oceania,East Asia & Pacific,2012,,,70680
Andorra,Europe - Southern,Europe,Europe & Central Asia,2012,,,87518
Angola,Africa - Central,Africa,Sub-Saharan Africa,2012,17514.46613,51.498,20162517
Anguilla,America - Central,Central and South America,America,2012,,,15911
Antigua and Barbuda,America - Central,Central and South America,America,2012,41168.95849,75.783,90510
